clone	size
26838	5
26839	14
26840	76
26841	2
26842	1
26843	5
26844	48
26845	40
26846	15
26847	2
26848	7
26849	26
26850	1
26851	14
26852	9
26853	36
26854	55
26855	51
26856	6
26857	14
26858	15
26859	19
26860	7
26861	15
26862	16
26863	5
26864	17
26865	14
26866	50
26867	32
26868	14
26869	117
26870	15
26871	1
26872	12
26873	4
26874	1
26875	4
26876	4
26877	10
26878	29
26879	5
26880	17
26881	16
26882	4
26883	54
26884	63
26885	16
26886	4
26887	55
26888	29
26889	23
26890	6
26891	33
26892	45
26893	17
26894	11
26895	3
26896	20
26897	18
26898	61
26899	5
26900	61
26901	29
26902	6
26903	21
26904	8
26905	10
26906	36
26907	39
26908	63
26909	9
26910	3
26911	13
26912	6
26913	21
26914	12
26915	9
26916	10
26917	51
26918	10
26919	1
26920	54
26921	48
26922	13
26923	11
26924	30
26925	58
26926	38
26927	29
26928	26
26929	70
26930	60
26931	1
26932	30
26933	16
26934	14
26935	42
26936	10
26937	17
26938	3
26939	1
26940	18
26941	12
26942	79
26943	13
26944	1
26945	1
26946	11
26947	40
26948	7
26949	1
26950	30
26951	21
26952	4
26953	12
26954	7
26955	10
26956	14
26957	40
26958	19
26959	8
26960	37
26961	18
26962	3
26963	12
26964	38
26965	7
26966	32
26967	23
26968	4
26969	27
26970	41
26971	11
26972	15
26973	23
26974	46
26975	31
26976	11
26977	10
26978	22
26979	40
26980	14
26981	30
26982	13
26983	1
26984	5
26985	2
26986	7
26987	7
26988	64
26989	63
26990	12
26991	66
26992	20
26993	9
26994	4
26995	5
26996	42
26997	24
26998	24
26999	43
27000	26
27001	42
27002	17
27003	47
27004	83
27005	4
27006	13
27007	7
27008	1
27009	2
27010	9
27011	13
27012	61
27013	23
27014	3
27015	30
27016	13
27017	29
27018	24
27019	16
27020	9
27021	57
27022	12
27023	54
27024	3
27025	9
27026	3
27027	11
27028	31
27029	9
27030	14
27031	29
27032	64
27033	30
27034	14
27035	13
27036	7
27037	3
27038	5
27039	16
27040	29
27041	18
27042	2
27043	23
27044	17
27045	21
27046	5
27047	8
27048	30
27049	53
27050	13
27051	69
27052	19
27053	22
27054	89
27055	11
27056	35
27057	36
27058	20
27059	1
27060	2
27061	25
27062	100
27063	1
27064	6
27065	44
27066	21
27067	5
27068	6
27069	1
27070	13
27071	15
27072	4
27073	35
27074	2
27075	11
27076	48
27077	28
27078	33
27079	8
27080	19
27081	9
27082	6
27083	25
27084	1
27085	34
27086	74
27087	5
27088	15
27089	4
27090	7
27091	59
27092	20
27093	4
27094	45
27095	19
27096	29
27097	57
27098	27
27099	33
27100	8
27101	4
27102	6
27103	74
27104	1
27105	2
27106	2
27107	5
27108	24
27109	15
27110	8
27111	27
27112	35
27113	7
27114	12
27115	30
27116	19
27117	6
27118	11
27119	14
27120	5
27121	43
27122	4
27123	13
27124	41
27125	6
27126	39
27127	29
27128	19
27129	1
27130	11
27131	88
27132	7
27133	70
27134	16
27135	60
27136	21
27137	1
27138	6
27139	18
27140	41
27141	39
27142	1
27143	11
27144	7
27145	2
27146	5
27147	6
27148	12
27149	13
27150	27
27151	7
27152	16
27153	16
27154	26
27155	12
27156	34
27157	36
27158	10
27159	111
27160	14
27161	37
27162	17
27163	28
27164	10
27165	28
27166	49
27167	8
27168	3
27169	1
27170	35
27171	18
27172	75
27173	51
27174	22
27175	10
27176	5
27177	17
27178	7
27179	35
27180	8
27181	9
27182	73
27183	47
27184	59
27185	12
27186	44
27187	29
27188	21
27189	21
27190	66
27191	10
27192	3
27193	25
27194	3
27195	44
27196	2
27197	12
27198	77
27199	20
27200	12
27201	7
27202	12
27203	25
27204	7
27205	9
27206	7
27207	59
27208	8
27209	33
27210	39
27211	2
27212	34
27213	21
27214	11
27215	62
27216	16
27217	10
27218	19
27219	5
27220	5
27221	6
27222	70
27223	10
27224	4
27225	13
27226	11
27227	85
27228	38
27229	11
27230	10
27231	27
27232	18
27233	20
27234	37
27235	6
27236	6
27237	23
27238	17
27239	26
27240	65
27241	9
27242	7
27243	41
27244	15
27245	1
27246	45
27247	1
27248	10
27249	4
27250	13
27251	9
27252	24
27253	14
27254	27
27255	43
27256	6
27257	2
27258	7
27259	47
27260	4
27261	4
27262	13
27263	13
27264	2
27265	6
27266	18
27267	17
27268	56
27269	42
27270	3
27271	18
27272	39
27273	36
27274	10
27275	15
27276	28
27277	24
27278	55
27279	41
27280	10
27281	44
27282	6
27283	73
27284	39
27285	12
27286	12
27287	5
27288	2
27289	109
27290	24
27291	15
27292	5
27293	6
27294	32
27295	3
27296	3
27297	4
27298	19
27299	25
27300	35
27301	1
27302	4
27303	9
27304	15
27305	79
27306	1
27307	29
27308	11
27309	23
27310	5
27311	5
27312	112
27313	18
27314	7
27315	16
27316	27
27317	11
27318	4
27319	12
27320	7
27321	15
27322	27
27323	88
27324	3
27325	53
27326	9
27327	26
27328	4
27329	60
27330	31
27331	70
27332	19
27333	16
27334	7
27335	4
27336	29
27337	4
27338	4
27339	48
27340	23
27341	22
27342	12
27343	10
27344	41
27345	23
27346	55
27347	7
27348	6
27349	5
27350	37
27351	1
27352	5
27353	13
27354	59
27355	23
27356	47
27357	21
27358	15
27359	55
27360	27
27361	61
27362	37
27363	3
27364	4
27365	8
27366	18
27367	31
27368	2
27369	6
27370	69
27371	10
27372	22
27373	44
27374	7
27375	3
27376	15
27377	5
27378	7
27379	28
27380	13
27381	15
27382	30
27383	4
27384	9
27385	53
27386	38
27387	32
27388	29
27389	4
27390	7
27391	15
27392	27
27393	31
27394	4
27395	10
27396	9
27397	33
27398	22
27399	23
27400	1
27401	9
27402	5
27403	2
27404	13
27405	12
27406	13
27407	12
27408	5
27409	26
27410	2
27411	3
27412	8
27413	1
27414	1
27415	18
27416	14
27417	30
27418	31
27419	5
27420	66
27421	9
27422	3
27423	6
27424	15
27425	2
27426	11
27427	25
27428	6
27429	17
27430	23
27431	27
27432	2
27433	2
27434	8
27435	66
27436	53
27437	1
27438	10
27439	15
27440	20
27441	2
27442	43
27443	21
27444	1
27445	2
27446	10
27447	30
27448	5
27449	17
27450	2
27451	21
27452	36
27453	62
27454	11
27455	15
27456	2
27457	42
27458	50
27459	13
27460	6
27461	20
27462	38
27463	30
27464	41
27465	39
27466	18
27467	3
27468	10
27469	21
27470	20
27471	24
27472	46
27473	3
27474	30
27475	18
27476	44
27477	47
27478	62
27479	79
27480	2
27481	34
27482	24
27483	16
27484	8
27485	44
27486	11
27487	31
27488	2
27489	33
27490	5
27491	32
27492	34
27493	1
27494	44
27495	8
27496	8
27497	28
27498	1
27499	24
27500	4
27501	15
27502	2
27503	44
27504	50
27505	61
27506	4
27507	17
27508	14
27509	10
27510	15
27511	16
27512	19
27513	5
27514	5
27515	14
27516	18
27517	2
27518	2
27519	4
27520	26
27521	2
27522	10
27523	45
27524	9
27525	26
27526	9
27527	41
27528	15
27529	21
27530	14
27531	20
27532	38
27533	28
27534	6
27535	6
27536	24
27537	6
27538	5
27539	1
27540	57
27541	63
27542	67
27543	2
27544	4
27545	39
27546	12
27547	28
27548	5
27549	51
27550	4
27551	5
27552	16
27553	5
27554	27
27555	7
27556	50
27557	58
27558	3
27559	30
27560	24
27561	15
27562	40
27563	65
27564	7
27565	17
27566	17
27567	39
27568	26
27569	11
27570	6
27571	26
27572	92
27573	38
27574	15
27575	45
27576	47
27577	13
27578	18
27579	33
27580	20
27581	5
27582	16
27583	17
27584	37
27585	28
27586	17
27587	27
27588	1
27589	25
27590	17
27591	5
27592	39
27593	21
27594	10
27595	5
27596	44
27597	60
27598	4
27599	8
27600	16
27601	50
27602	4
27603	21
27604	32
27605	15
27606	5
27607	68
27608	126
27609	97
27610	27
27611	9
27612	18
27613	30
27614	38
27615	21
27616	23
27617	23
27618	17
27619	16
27620	34
27621	25
27622	2
27623	24
27624	27
27625	12
27626	54
27627	1
27628	19
27629	1
27630	54
27631	13
27632	42
27633	34
27634	19
27635	16
27636	17
27637	11
27638	22
27639	1
27640	43
27641	4
27642	42
27643	8
27644	1
27645	21
27646	10
27647	10
27648	11
27649	13
27650	19
27651	21
27652	5
27653	15
27654	24
27655	39
27656	34
27657	16
27658	22
27659	85
27660	83
27661	11
27662	32
27663	15
27664	18
27665	76
27666	69
27667	34
27668	4
27669	38
27670	9
27671	65
27672	8
27673	3
27674	30
27675	3
27676	9
27677	9
27678	49
27679	5
27680	9
27681	12
27682	5
27683	15
27684	32
27685	16
27686	18
27687	83
27688	11
27689	4
27690	15
27691	13
27692	26
27693	35
27694	80
27695	9
27696	8
27697	11
27698	35
27699	10
27700	24
27701	51
27702	9
27703	25
27704	29
27705	87
27706	7
27707	5
27708	53
27709	66
27710	24
27711	54
27712	6
27713	46
27714	7
27715	28
27716	53
27717	11
27718	28
27719	55
27720	5
27721	30
27722	7
27723	37
27724	1
27725	32
27726	7
27727	5
27728	4
27729	12
27730	14
27731	26
27732	2
27733	5
27734	7
27735	41
27736	129
27737	21
27738	45
27739	37
27740	14
27741	27
27742	8
27743	49
27744	2
27745	50
27746	7
27747	32
27748	18
27749	4
27750	28
27751	31
27752	15
27753	12
27754	4
27755	32
27756	4
27757	18
27758	4
27759	58
27760	2
27761	11
27762	71
27763	29
27764	20
27765	10
27766	5
27767	17
27768	5
27769	4
27770	49
27771	16
27772	2
27773	24
27774	24
27775	35
27776	27
27777	14
27778	20
27779	5
27780	30
27781	27
27782	34
27783	74
27784	20
27785	2
27786	2
27787	17
27788	69
27789	2
27790	26
27791	30
27792	26
27793	25
27794	44
27795	15
27796	5
27797	41
27798	17
27799	22
27800	4
27801	1
27802	6
27803	1
27804	5
27805	5
27806	4
27807	9
27808	12
27809	31
27810	11
27811	9
27812	12
27813	33
27814	24
27815	80
27816	4
27817	16
27818	4
27819	59
27820	4
27821	2
27822	1
27823	21
27824	27
27825	66
27826	1
27827	1
27828	7
27829	30
27830	3
27831	13
27832	73
27833	20
27834	12
27835	37
27836	7
27837	34
27838	31
27839	8
27840	16
27841	2
27842	23
27843	27
27844	6
27845	35
27846	8
27847	7
27848	63
27849	14
27850	67
27851	77
27852	27
27853	35
27854	40
27855	1
27856	47
27857	53
27858	7
27859	13
27860	11
27861	23
27862	7
27863	26
27864	114
27865	5
27866	70
27867	18
27868	6
27869	44
27870	1
27871	2
27872	16
27873	31
27874	7
27875	6
27876	49
27877	18
27878	9
27879	23
27880	12
27881	13
27882	4
27883	30
27884	20
27885	28
27886	11
27887	16
27888	3
27889	5
27890	30
27891	4
27892	25
27893	21
27894	15
27895	43
27896	31
27897	34
27898	3
27899	11
27900	2
27901	5
27902	4
27903	2
27904	49
27905	20
27906	64
27907	36
27908	5
27909	19
27910	33
27911	12
27912	6
27913	24
27914	1
27915	29
27916	12
27917	33
27918	67
27919	1
27920	9
27921	5
27922	10
27923	16
27924	14
27925	33
27926	43
27927	22
27928	4
27929	19
27930	30
27931	8
27932	43
27933	72
27934	14
27935	2
27936	55
27937	12
27938	11
27939	36
27940	72
27941	31
27942	21
27943	9
27944	92
27945	1
27946	9
27947	38
27948	9
27949	7
27950	10
27951	19
27952	9
27953	16
27954	8
27955	1
27956	15
27957	19
27958	21
27959	70
27960	9
27961	4
27962	85
27963	13
27964	5
27965	36
27966	2
27967	4
27968	15
27969	13
27970	12
27971	25
27972	7
27973	12
27974	6
27975	8
27976	4
27977	22
27978	7
27979	32
27980	13
27981	26
27982	58
27983	19
27984	19
27985	18
27986	23
27987	13
27988	14
27989	15
27990	8
27991	13
27992	9
27993	1
27994	20
27995	36
27996	15
27997	3
27998	7
27999	5
28000	32
28001	23
28002	22
28003	67
28004	38
28005	27
28006	15
28007	32
28008	8
28009	44
28010	3
28011	1
28012	14
28013	12
28014	9
28015	20
28016	66
28017	14
28018	43
28019	21
28020	20
28021	77
28022	10
28023	14
28024	43
28025	32
28026	42
28027	16
28028	71
28029	1
28030	47
28031	1
28032	7
28033	21
28034	41
28035	1
28036	75
28037	26
28038	16
28039	5
28040	2
28041	34
28042	77
28043	19
28044	6
28045	51
28046	20
28047	65
28048	3
28049	35
28050	29
28051	6
28052	7
28053	11
28054	6
28055	23
28056	55
28057	4
28058	1
28059	41
28060	14
28061	4
28062	3
28063	7
28064	17
28065	7
28066	12
28067	12
28068	1
28069	35
28070	23
28071	14
28072	7
28073	11
28074	58
28075	4
28076	2
28077	12
28078	11
28079	27
28080	26
28081	16
28082	21
28083	6
28084	29
28085	15
28086	39
28087	1
28088	14
28089	52
28090	23
28091	6
28092	33
28093	1
28094	1
28095	17
28096	39
28097	20
28098	24
28099	30
28100	4
28101	2
28102	1
28103	19
28104	34
28105	18
28106	10
28107	2
28108	3
28109	101
28110	16
28111	3
28112	11
28113	4
28114	6
28115	2
28116	81
28117	54
28118	4
28119	46
28120	49
28121	77
28122	13
28123	3
28124	3
28125	21
28126	27
28127	18
28128	85
28129	9
28130	2
28131	8
28132	121
28133	22
28134	1
28135	6
28136	30
28137	45
28138	77
28139	7
28140	81
28141	33
28142	52
28143	27
28144	13
28145	143
28146	20
28147	1
28148	53
28149	24
28150	5
28151	24
28152	56
28153	4
28154	8
28155	18
28156	23
28157	4
28158	3
28159	6
28160	16
28161	27
28162	20
28163	22
28164	33
28165	1
28166	69
28167	3
28168	8
28169	2
28170	25
28171	134
28172	41
28173	4
28174	18
28175	23
28176	3
28177	8
28178	26
28179	58
28180	3
28181	35
28182	9
28183	7
28184	18
28185	30
28186	17
28187	56
28188	3
28189	9
28190	23
28191	13
28192	11
28193	9
28194	7
28195	19
28196	9
28197	12
28198	35
28199	27
28200	26
28201	10
28202	37
28203	205
28204	10
28205	22
28206	11
28207	43
28208	6
28209	33
28210	17
28211	16
28212	40
28213	42
28214	17
28215	9
28216	5
28217	9
28218	4
28219	5
28220	31
28221	23
28222	56
28223	78
28224	1
28225	9
28226	65
28227	42
28228	18
28229	24
28230	68
28231	11
28232	1
28233	55
28234	67
28235	29
28236	16
28237	9
28238	5
28239	21
28240	34
28241	14
28242	37
28243	10
28244	60
28245	31
28246	26
28247	30
28248	8
28249	12
28250	1
28251	23
28252	59
28253	41
28254	21
28255	58
28256	139
28257	10
28258	39
28259	6
28260	22
28261	10
28262	47
28263	22
28264	12
28265	8
28266	65
28267	25
28268	34
28269	20
28270	86
28271	55
28272	11
28273	15
28274	12
28275	28
28276	46
28277	8
28278	20
28279	10
28280	1
28281	4
28282	7
28283	28
28284	31
28285	7
28286	12
28287	20
28288	26
28289	48
28290	17
28291	10
28292	44
28293	18
28294	15
28295	17
28296	5
28297	17
28298	1
28299	6
28300	19
28301	24
28302	35
28303	6
28304	11
28305	19
28306	27
28307	7
28308	1
28309	44
28310	2
28311	19
28312	16
28313	6
28314	18
28315	88
28316	13
28317	9
28318	36
28319	2
28320	45
28321	36
28322	38
28323	7
28324	12
28325	11
28326	35
28327	5
28328	30
28329	6
28330	43
28331	19
28332	4
28333	18
28334	7
28335	20
28336	10
28337	65
28338	1
28339	16
28340	41
28341	56
28342	4
28343	82
28344	27
28345	26
28346	37
28347	39
28348	17
28349	41
28350	64
28351	15
28352	28
28353	16
28354	36
28355	56
28356	1
28357	24
28358	7
28359	28
28360	12
28361	6
28362	30
28363	4
28364	52
28365	8
28366	14
28367	16
28368	50
28369	46
28370	20
28371	3
28372	1
28373	22
28374	34
28375	42
28376	39
28377	3
28378	8
28379	29
28380	33
28381	93
28382	9
28383	52
28384	3
28385	23
28386	1
28387	10
28388	1
28389	66
28390	2
28391	13
28392	15
28393	47
28394	11
28395	18
28396	35
28397	29
28398	43
28399	7
28400	70
28401	7
28402	21
28403	35
28404	51
28405	31
28406	12
28407	17
28408	39
28409	35
28410	12
28411	41
28412	53
28413	17
28414	65
28415	17
28416	12
28417	4
28418	17
28419	11
28420	26
28421	32
28422	39
28423	50
28424	4
28425	26
28426	12
28427	14
28428	8
28429	77
28430	48
28431	13
28432	1
28433	98
28434	6
28435	44
28436	8
28437	4
28438	109
28439	76
28440	52
28441	1
28442	10
28443	45
28444	12
28445	33
28446	28
28447	15
28448	15
28449	18
28450	61
28451	30
28452	23
28453	29
28454	19
28455	17
28456	60
28457	3
28458	73
28459	16
28460	29
28461	6
28462	23
28463	14
28464	57
28465	3
28466	23
28467	18
28468	20
28469	1
28470	5
28471	9
28472	2
28473	31
28474	33
28475	51
28476	81
28477	4
28478	58
28479	3
28480	35
28481	23
28482	26
28483	19
28484	40
28485	1
28486	11
28487	31
28488	32
28489	65
28490	17
28491	2
28492	10
28493	8
28494	13
28495	48
28496	16
28497	28
28498	2
28499	16
28500	34
28501	57
28502	20
28503	131
28504	14
28505	23
28506	4
28507	36
28508	7
28509	22
28510	1
28511	37
28512	71
28513	51
28514	176
28515	8
28516	6
28517	22
28518	5
28519	4
28520	18
28521	2
28522	54
28523	52
28524	20
28525	32
28526	14
28527	20
28528	2
28529	60
28530	19
28531	6
28532	38
28533	38
28534	4
28535	62
28536	20
28537	14
28538	57
28539	6
28540	3
28541	21
28542	15
28543	24
28544	22
28545	2
28546	76
28547	24
28548	7
28549	57
28550	3
28551	8
28552	48
28553	37
28554	51
28555	21
28556	28
28557	14
28558	14
28559	14
28560	42
28561	64
28562	25
28563	120
28564	1
28565	97
28566	4
28567	43
28568	34
28569	7
28570	28
28571	30
28572	58
28573	77
28574	21
28575	35
28576	5
28577	6
28578	35
28579	31
28580	35
28581	13
28582	25
28583	25
28584	2
28585	7
28586	66
28587	31
28588	6
28589	1
28590	50
28591	13
28592	50
28593	8
28594	15
28595	15
28596	73
28597	6
28598	7
28599	32
28600	52
28601	41
28602	1
28603	16
28604	1
28605	7
28606	4
28607	41
28608	17
28609	10
28610	146
28611	21
28612	29
28613	14
28614	10
28615	17
28616	11
28617	16
28618	18
28619	27
28620	18
28621	26
28622	32
28623	15
28624	31
28625	19
28626	23
28627	3
28628	27
28629	17
28630	77
28631	34
28632	46
28633	21
28634	22
28635	8
28636	28
28637	28
28638	76
28639	23
28640	8
28641	12
28642	24
28643	5
28644	72
28645	50
28646	6
28647	4
28648	17
28649	3
28650	26
28651	13
28652	68
28653	38
28654	21
28655	47
28656	25
28657	26
28658	40
28659	10
28660	22
28661	29
28662	2
28663	69
28664	16
28665	10
28666	7
28667	40
28668	31
28669	2
28670	15
28671	125
28672	76
28673	68
28674	51
28675	9
28676	25
28677	2
28678	35
28679	29
28680	62
28681	5
28682	100
28683	12
28684	9
28685	18
28686	7
28687	6
28688	22
28689	9
28690	31
28691	41
28692	14
28693	17
28694	2
28695	25
28696	69
28697	16
28698	3
28699	21
28700	25
28701	42
28702	32
28703	27
28704	8
28705	28
28706	35
28707	13
28708	2
28709	14
28710	26
28711	24
28712	98
28713	17
28714	79
28715	19
28716	3
28717	38
28718	51
28719	26
28720	11
28721	14
28722	1
28723	34
28724	8
28725	26
28726	24
28727	14
28728	64
28729	24
28730	5
28731	4
28732	17
28733	4
28734	17
28735	54
28736	3
28737	1
28738	2
28739	35
28740	36
28741	11
28742	45
28743	15
28744	12
28745	35
28746	3
28747	36
28748	15
28749	34
28750	14
28751	40
28752	22
28753	62
28754	11
28755	24
28756	42
28757	54
28758	7
28759	11
28760	23
28761	9
28762	15
28763	1
28764	74
28765	7
28766	18
28767	8
28768	2
28769	92
28770	64
28771	30
28772	10
28773	11
28774	1
28775	4
28776	19
28777	13
28778	11
28779	7
28780	33
28781	12
28782	72
28783	17
28784	10
28785	22
28786	2
28787	18
28788	9
28789	4
28790	30
28791	21
28792	6
28793	31
28794	56
28795	55
28796	9
28797	43
28798	16
28799	5
28800	36
28801	2
28802	8
28803	3
28804	11
28805	22
28806	80
28807	54
28808	69
28809	3
28810	14
28811	1
28812	20
28813	50
28814	6
28815	38
28816	7
28817	17
28818	8
28819	1
28820	5
28821	3
28822	14
28823	10
28824	59
28825	37
28826	50
28827	67
28828	7
28829	10
28830	21
28831	5
28832	4
28833	31
28834	57
28835	20
28836	30
28837	16
28838	6
28839	15
28840	3
28841	14
28842	20
28843	25
28844	35
28845	75
28846	18
28847	14
28848	3
28849	13
28850	38
28851	11
28852	6
28853	23
28854	16
28855	16
28856	3
28857	19
28858	27
28859	25
28860	4
28861	6
28862	5
28863	1
28864	12
28865	36
28866	7
28867	10
28868	38
28869	12
28870	20
28871	18
28872	12
28873	78
28874	31
28875	61
28876	74
28877	20
28878	45
28879	9
28880	4
28881	32
28882	57
28883	2
28884	53
28885	9
28886	48
28887	23
28888	22
28889	3
28890	18
28891	121
28892	50
28893	6
28894	3
28895	72
28896	44
28897	16
28898	2
28899	2
28900	46
28901	108
28902	19
28903	39
28904	17
28905	15
28906	34
28907	12
28908	21
28909	19
28910	4
28911	53
28912	33
28913	9
28914	9
28915	14
28916	2
28917	1
28918	3
28919	21
28920	30
28921	16
28922	82
28923	10
28924	20
28925	22
28926	4
28927	13
28928	4
28929	3
28930	3
28931	99
28932	15
28933	62
28934	6
28935	100
28936	8
28937	14
28938	24
28939	34
28940	1
28941	22
28942	14
28943	58
28944	25
28945	11
28946	14
28947	16
28948	14
28949	58
28950	2
28951	7
28952	10
28953	8
28954	12
28955	12
28956	7
28957	13
28958	12
28959	50
28960	19
28961	8
28962	8
28963	15
28964	7
28965	5
28966	2
28967	75
28968	2
28969	5
28970	6
28971	14
28972	40
28973	24
28974	13
28975	29
28976	10
28977	34
28978	4
28979	11
28980	7
28981	1
28982	107
28983	30
28984	45
28985	8
28986	4
28987	9
28988	15
28989	22
28990	6
28991	11
28992	23
28993	49
28994	1
28995	49
28996	26
28997	33
28998	17
28999	30
29000	35
29001	1
29002	15
29003	13
29004	36
29005	67
29006	27
29007	7
29008	8
29009	33
29010	48
29011	24
29012	15
29013	1
29014	43
29015	39
29016	3
29017	10
29018	45
29019	5
29020	23
29021	14
29022	58
29023	3
29024	1
29025	15
29026	19
29027	1
29028	33
29029	10
29030	21
29031	22
29032	13
29033	59
29034	43
29035	13
29036	1
29037	7
29038	36
29039	22
29040	7
29041	2
29042	22
29043	4
29044	85
29045	10
29046	6
29047	17
29048	15
29049	5
29050	11
29051	5
29052	70
29053	14
29054	61
29055	37
29056	35
29057	1
29058	17
29059	4
29060	19
29061	18
29062	5
29063	25
29064	3
29065	10
29066	5
29067	5
29068	21
29069	29
29070	16
29071	26
29072	68
29073	61
29074	5
29075	20
29076	32
29077	27
29078	23
29079	2
29080	2
29081	73
29082	15
29083	28
29084	13
29085	10
29086	13
29087	48
29088	31
29089	15
29090	26
29091	4
29092	2
29093	42
29094	7
29095	38
29096	26
29097	60
29098	23
29099	100
29100	3
29101	60
29102	1
29103	6
29104	2
29105	40
29106	55
29107	10
29108	41
29109	19
29110	5
29111	1
29112	19
29113	7
29114	24
29115	42
29116	49
29117	1
29118	5
29119	7
29120	11
29121	18
29122	14
29123	89
29124	12
29125	12
29126	55
29127	15
29128	25
29129	36
29130	5
29131	7
29132	13
29133	35
29134	8
29135	20
29136	5
29137	12
29138	7
29139	51
29140	6
29141	5
29142	13
29143	11
29144	19
29145	35
29146	40
29147	47
29148	77
29149	25
29150	38
29151	31
29152	32
29153	9
29154	1
29155	3
29156	44
29157	4
29158	23
29159	3
29160	20
29161	9
29162	2
29163	8
29164	33
29165	12
29166	1
29167	39
29168	6
29169	21
29170	3
29171	13
29172	34
29173	4
29174	31
29175	15
29176	7
29177	9
29178	3
29179	24
29180	51
29181	3
29182	138
29183	1
29184	18
29185	59
29186	33
29187	2
29188	18
29189	46
29190	7
29191	51
29192	52
29193	1
29194	39
29195	20
29196	16
29197	5
29198	6
29199	4
29200	5
29201	1
29202	30
29203	2
29204	2
29205	10
29206	45
29207	17
29208	21
29209	12
29210	3
29211	20
29212	2
29213	29
29214	7
29215	77
29216	11
29217	21
29218	46
29219	21
