clone	size
35225	16
35226	50
35227	1
35228	7
35229	15
35230	24
35231	4
35232	34
35233	19
35234	6
35235	3
35236	60
35237	44
35238	21
35239	32
35240	78
35241	79
35242	1
35243	50
35244	15
35245	1
35246	4
35247	14
35248	24
35249	15
35250	8
35251	18
35252	12
35253	32
35254	11
35255	2
35256	7
35257	56
35258	80
35259	63
35260	36
35261	1
35262	14
35263	17
35264	29
35265	8
35266	1
35267	12
35268	33
35269	13
35270	41
35271	34
35272	22
35273	5
35274	12
35275	4
35276	2
35277	35
35278	11
35279	4
35280	7
35281	38
35282	41
35283	70
35284	22
35285	2
35286	12
35287	2
35288	14
35289	10
35290	7
35291	13
35292	9
35293	25
35294	38
35295	24
35296	18
35297	23
35298	13
35299	1
35300	8
35301	1
35302	12
35303	82
35304	9
35305	12
35306	3
35307	17
35308	31
35309	35
35310	24
35311	54
35312	2
35313	2
35314	69
35315	12
35316	7
35317	3
35318	38
35319	1
35320	15
35321	9
35322	2
35323	1
35324	17
35325	12
35326	3
35327	9
35328	31
35329	10
35330	1
35331	13
35332	35
35333	7
35334	10
35335	17
35336	2
35337	14
35338	23
35339	3
35340	25
35341	24
35342	26
35343	16
35344	9
35345	45
35346	17
35347	6
35348	26
35349	10
35350	17
35351	36
35352	30
35353	77
35354	39
35355	76
35356	34
35357	7
35358	2
35359	3
35360	1
35361	8
35362	33
35363	20
35364	20
35365	18
35366	10
35367	3
35368	4
35369	5
35370	5
35371	5
35372	22
35373	40
35374	7
35375	16
35376	1
35377	20
35378	56
35379	16
35380	58
35381	17
35382	16
35383	39
35384	20
35385	13
35386	4
35387	8
35388	38
35389	19
35390	4
35391	12
35392	11
35393	15
35394	4
35395	20
35396	17
35397	18
35398	41
35399	3
35400	13
35401	4
35402	35
35403	2
35404	11
35405	14
35406	5
35407	5
35408	1
35409	3
35410	4
35411	13
35412	12
35413	9
35414	13
35415	10
35416	1
35417	36
35418	25
35419	15
35420	20
35421	10
35422	7
35423	12
35424	84
35425	27
35426	1
35427	15
35428	5
35429	28
35430	11
35431	6
35432	4
35433	28
35434	60
35435	7
35436	8
35437	70
35438	13
35439	1
35440	8
35441	5
35442	10
35443	28
35444	49
35445	1
35446	13
35447	20
35448	54
35449	5
35450	26
35451	4
35452	36
35453	33
35454	3
35455	31
35456	3
35457	43
35458	31
35459	22
35460	23
35461	6
35462	9
35463	20
35464	36
35465	31
35466	6
35467	13
35468	7
35469	2
35470	6
35471	12
35472	9
35473	27
35474	9
35475	28
35476	13
35477	34
35478	43
35479	8
35480	20
35481	16
35482	28
35483	46
35484	4
35485	17
35486	40
35487	2
35488	13
35489	6
35490	24
35491	60
35492	5
35493	2
35494	19
35495	48
35496	19
35497	20
35498	20
35499	18
35500	12
35501	19
35502	7
35503	2
35504	5
35505	10
35506	55
35507	6
35508	18
35509	27
35510	45
35511	8
35512	16
35513	26
35514	7
35515	14
35516	16
35517	13
35518	17
35519	1
35520	43
35521	2
35522	42
35523	54
35524	11
35525	9
35526	2
35527	12
35528	46
35529	12
35530	1
35531	9
35532	35
35533	6
35534	11
35535	36
35536	16
35537	6
35538	28
35539	10
35540	16
35541	35
35542	9
35543	12
35544	22
35545	12
35546	39
35547	14
35548	62
35549	20
35550	1
35551	61
35552	53
35553	39
35554	24
35555	63
35556	79
35557	1
35558	1
35559	17
35560	3
35561	62
35562	39
35563	3
35564	14
35565	33
35566	10
35567	27
35568	18
35569	27
35570	20
35571	72
35572	39
35573	16
35574	61
35575	34
35576	30
35577	2
35578	19
35579	26
35580	7
35581	17
35582	2
35583	5
35584	3
35585	65
35586	1
35587	4
35588	10
35589	19
35590	58
35591	2
35592	28
35593	7
35594	14
35595	42
35596	42
35597	8
35598	28
35599	2
35600	14
35601	51
35602	32
35603	10
35604	27
35605	156
35606	30
35607	29
35608	24
35609	3
35610	14
35611	3
35612	27
35613	87
35614	9
35615	107
35616	35
35617	10
35618	33
35619	18
35620	7
35621	22
35622	27
35623	28
35624	80
35625	1
35626	48
35627	92
35628	24
35629	37
35630	6
35631	21
35632	14
35633	42
35634	112
35635	29
35636	7
35637	8
35638	36
35639	35
35640	34
35641	30
35642	14
35643	41
35644	41
35645	10
35646	7
35647	9
35648	3
35649	1
35650	63
35651	8
35652	2
35653	33
35654	15
35655	54
35656	35
35657	22
35658	1
35659	57
35660	91
35661	36
35662	26
35663	7
35664	16
35665	23
35666	1
35667	31
35668	64
35669	3
35670	8
35671	12
35672	104
35673	13
35674	123
35675	27
35676	75
35677	16
35678	13
35679	27
35680	15
35681	31
35682	4
35683	17
35684	31
35685	55
35686	56
35687	1
35688	33
35689	41
35690	30
35691	6
35692	35
35693	59
35694	10
35695	18
35696	2
35697	6
35698	24
35699	6
35700	10
35701	48
35702	23
35703	13
35704	2
35705	16
35706	6
35707	15
35708	1
35709	4
35710	7
35711	46
35712	22
35713	6
35714	1
35715	10
35716	21
35717	101
35718	39
35719	11
35720	4
35721	30
35722	64
35723	19
35724	35
35725	16
35726	3
35727	3
35728	8
35729	9
35730	5
35731	8
35732	27
35733	11
35734	23
35735	12
35736	34
35737	35
35738	3
35739	71
35740	62
35741	3
35742	9
35743	6
35744	37
35745	9
35746	2
35747	17
35748	19
35749	14
35750	13
35751	12
35752	23
35753	50
35754	19
35755	25
35756	20
35757	15
35758	31
35759	12
35760	22
35761	49
35762	12
35763	13
35764	16
35765	42
35766	23
35767	14
35768	37
35769	39
35770	43
35771	16
35772	3
35773	12
35774	35
35775	20
35776	13
35777	6
35778	8
35779	41
35780	24
35781	47
35782	44
35783	24
35784	19
35785	3
35786	13
35787	35
35788	25
35789	5
35790	3
35791	45
35792	5
35793	1
35794	25
35795	32
35796	6
35797	35
35798	16
35799	25
35800	2
35801	2
35802	25
35803	26
35804	34
35805	7
35806	17
35807	15
35808	17
35809	17
35810	2
35811	20
35812	1
35813	3
35814	1
35815	10
35816	13
35817	19
35818	7
35819	11
35820	15
35821	1
35822	46
35823	57
35824	29
35825	13
35826	2
35827	13
35828	51
35829	1
35830	36
35831	35
35832	10
35833	35
35834	59
35835	2
35836	10
35837	7
35838	1
35839	24
35840	10
35841	34
35842	10
35843	9
35844	16
35845	27
35846	4
35847	6
35848	4
35849	48
35850	2
35851	38
35852	58
35853	42
35854	52
35855	10
35856	21
35857	31
35858	7
35859	2
35860	20
35861	16
35862	16
35863	7
35864	11
35865	35
35866	65
35867	64
35868	5
35869	64
35870	7
35871	3
35872	35
35873	24
35874	19
35875	1
35876	10
35877	50
35878	20
35879	1
35880	5
35881	7
35882	6
35883	33
35884	46
35885	18
35886	8
35887	18
35888	28
35889	4
35890	23
35891	9
35892	2
35893	145
35894	30
35895	38
35896	5
35897	58
35898	30
35899	7
35900	29
35901	78
35902	43
35903	3
35904	14
35905	32
35906	22
35907	31
35908	3
35909	30
35910	41
35911	1
35912	16
35913	18
35914	34
35915	14
35916	10
35917	14
35918	12
35919	18
35920	15
35921	1
35922	27
35923	9
35924	7
35925	15
35926	8
35927	3
35928	5
35929	39
35930	17
35931	23
35932	101
35933	18
35934	7
35935	10
35936	51
35937	35
35938	6
35939	33
35940	1
35941	15
35942	14
35943	3
35944	7
35945	40
35946	1
35947	4
35948	9
35949	2
35950	22
35951	5
35952	19
35953	6
35954	9
35955	4
35956	30
35957	27
35958	9
35959	49
35960	38
35961	4
35962	32
35963	66
35964	12
35965	5
35966	7
35967	4
35968	29
35969	21
35970	2
35971	20
35972	6
35973	12
35974	22
35975	27
35976	34
35977	14
35978	5
35979	1
35980	6
35981	67
35982	10
35983	5
35984	34
35985	14
35986	10
35987	4
35988	31
35989	4
35990	102
35991	25
35992	2
35993	73
35994	7
35995	35
35996	24
35997	35
35998	50
35999	18
36000	8
36001	11
36002	21
36003	7
36004	9
36005	6
36006	22
36007	29
36008	27
36009	1
36010	35
36011	5
36012	43
36013	3
36014	4
36015	40
36016	56
36017	9
36018	10
36019	11
36020	61
36021	24
36022	3
36023	20
36024	2
36025	6
36026	71
36027	3
36028	36
36029	1
36030	3
36031	33
36032	11
36033	18
36034	3
36035	72
36036	3
36037	2
36038	9
36039	8
36040	14
36041	48
36042	14
36043	8
36044	30
36045	15
36046	5
36047	13
36048	11
36049	46
36050	92
36051	53
36052	9
36053	28
36054	1
36055	7
36056	24
36057	26
36058	31
36059	22
36060	4
36061	6
36062	44
36063	26
36064	24
36065	26
36066	21
36067	16
36068	20
36069	9
36070	5
36071	40
36072	1
36073	27
36074	7
36075	2
36076	23
36077	3
36078	17
36079	35
36080	4
36081	3
36082	54
36083	101
36084	11
36085	3
36086	42
36087	6
36088	8
36089	6
36090	17
36091	9
36092	40
36093	4
36094	52
36095	22
36096	4
36097	1
36098	9
36099	29
36100	1
36101	14
36102	43
36103	2
36104	4
36105	3
36106	27
36107	27
36108	17
36109	18
36110	40
36111	8
36112	12
36113	14
36114	12
36115	2
36116	3
36117	2
36118	89
36119	41
36120	18
36121	22
36122	7
36123	2
36124	10
36125	41
36126	8
36127	1
36128	68
36129	40
36130	10
36131	11
36132	75
36133	62
36134	12
36135	60
36136	19
36137	11
36138	28
36139	27
36140	17
36141	2
36142	17
36143	20
36144	47
36145	86
36146	24
36147	20
36148	28
36149	16
36150	86
36151	36
36152	10
36153	29
36154	42
36155	76
36156	35
36157	43
36158	46
36159	8
36160	11
36161	99
36162	13
36163	6
36164	13
36165	21
36166	10
36167	24
36168	1
36169	32
36170	33
36171	88
36172	3
36173	31
36174	10
36175	13
36176	7
36177	13
36178	38
36179	4
36180	10
36181	106
36182	33
36183	23
36184	8
36185	62
36186	26
36187	5
36188	18
36189	4
36190	18
36191	5
36192	7
36193	18
36194	4
36195	17
36196	1
36197	4
36198	1
36199	6
36200	26
36201	46
36202	2
36203	44
36204	84
36205	18
36206	6
36207	8
36208	11
36209	25
36210	38
36211	18
36212	31
36213	12
36214	30
36215	30
36216	11
36217	9
36218	10
36219	42
36220	13
36221	102
36222	6
36223	18
36224	5
36225	20
36226	10
36227	30
36228	26
36229	36
36230	9
36231	21
36232	7
36233	29
36234	19
36235	10
36236	9
36237	79
36238	4
36239	5
36240	34
36241	20
36242	1
36243	26
36244	88
36245	20
36246	25
36247	12
36248	44
36249	43
36250	25
36251	24
36252	2
36253	10
36254	21
36255	4
36256	26
36257	1
36258	60
36259	11
36260	1
36261	29
36262	42
36263	27
36264	74
36265	15
36266	19
36267	39
36268	49
36269	8
36270	32
36271	13
36272	12
36273	21
36274	23
36275	11
36276	4
36277	4
36278	1
36279	10
36280	18
36281	21
36282	17
36283	4
36284	43
36285	27
36286	28
36287	2
36288	103
36289	12
36290	52
36291	35
36292	46
36293	14
36294	36
36295	47
36296	32
36297	42
36298	9
36299	3
36300	2
36301	21
36302	5
36303	2
36304	21
36305	35
36306	9
36307	11
36308	30
36309	16
36310	66
36311	72
36312	17
36313	3
36314	6
36315	8
36316	64
36317	41
36318	13
36319	16
36320	4
36321	1
36322	15
36323	31
36324	13
36325	41
36326	27
36327	14
36328	14
36329	51
36330	10
36331	7
36332	36
36333	7
36334	13
36335	7
36336	29
36337	9
36338	96
36339	28
36340	29
36341	67
36342	45
36343	5
36344	19
36345	3
36346	44
36347	28
36348	11
36349	61
36350	5
36351	8
36352	21
36353	17
36354	25
36355	13
36356	24
36357	81
36358	29
36359	52
36360	19
36361	24
36362	8
36363	33
36364	11
36365	17
36366	51
36367	4
36368	13
36369	27
36370	7
36371	2
36372	10
36373	2
36374	47
36375	16
36376	30
36377	82
36378	2
36379	8
36380	2
36381	14
36382	114
36383	17
36384	17
36385	12
36386	59
36387	23
36388	5
36389	22
36390	3
36391	9
36392	12
36393	4
36394	8
36395	11
36396	14
36397	24
36398	9
36399	12
36400	41
36401	31
36402	21
36403	53
36404	21
36405	64
36406	24
36407	5
36408	55
36409	30
36410	74
36411	56
36412	5
36413	9
36414	12
36415	10
36416	7
36417	8
36418	32
36419	9
36420	37
36421	7
36422	12
36423	5
36424	41
36425	10
36426	7
36427	4
36428	43
36429	37
36430	8
36431	50
36432	59
36433	40
36434	17
36435	18
36436	2
36437	9
36438	32
36439	33
36440	13
36441	4
36442	7
36443	75
36444	4
36445	21
36446	21
36447	49
36448	37
36449	59
36450	27
36451	15
36452	22
36453	13
36454	14
36455	30
36456	34
36457	19
36458	26
36459	3
36460	38
36461	5
36462	5
36463	2
36464	6
36465	36
36466	45
36467	5
36468	3
36469	20
36470	37
36471	2
36472	11
36473	16
36474	11
36475	8
36476	44
36477	66
36478	47
36479	32
36480	109
36481	82
36482	2
36483	31
36484	2
36485	19
36486	1
36487	15
36488	33
36489	4
36490	16
36491	17
36492	2
36493	51
36494	67
36495	12
36496	48
36497	8
36498	15
36499	32
36500	3
36501	7
36502	79
36503	11
36504	3
36505	38
36506	7
36507	21
36508	11
36509	82
36510	23
36511	43
36512	15
36513	11
36514	6
36515	20
36516	12
36517	9
36518	10
36519	73
36520	32
36521	27
36522	42
36523	82
36524	21
36525	12
36526	42
36527	10
36528	34
36529	22
36530	7
36531	11
36532	90
36533	58
36534	43
36535	1
36536	86
36537	5
36538	9
36539	15
36540	41
36541	14
36542	9
36543	9
36544	1
36545	1
36546	16
36547	16
36548	13
36549	13
36550	8
36551	3
36552	54
36553	91
36554	40
36555	24
36556	26
36557	38
36558	4
36559	11
36560	48
36561	15
36562	7
36563	3
36564	10
36565	61
36566	7
36567	4
36568	4
36569	34
36570	36
36571	34
36572	12
36573	45
36574	9
36575	8
36576	4
36577	8
36578	74
36579	2
36580	21
36581	32
36582	2
36583	8
36584	40
36585	82
36586	15
36587	27
36588	4
36589	7
36590	4
36591	48
36592	37
36593	38
36594	16
36595	17
36596	21
36597	31
36598	1
36599	27
36600	16
36601	24
36602	40
36603	1
36604	13
36605	5
36606	1
36607	13
36608	16
36609	17
36610	2
36611	6
36612	42
36613	4
36614	21
36615	3
36616	39
36617	37
36618	62
36619	11
36620	10
36621	56
36622	25
36623	15
36624	15
36625	67
36626	5
36627	10
36628	7
36629	2
36630	36
36631	9
36632	10
36633	24
36634	15
36635	5
36636	31
36637	4
36638	18
36639	43
36640	55
36641	13
36642	7
36643	8
36644	57
36645	80
36646	27
36647	11
36648	3
36649	3
36650	25
36651	6
36652	31
36653	4
36654	23
36655	40
36656	41
36657	3
36658	33
36659	11
36660	40
36661	3
36662	7
36663	19
36664	2
36665	3
36666	26
36667	19
36668	40
36669	3
36670	21
36671	10
36672	11
36673	61
36674	12
36675	2
36676	21
36677	53
36678	7
36679	16
36680	5
36681	18
36682	54
36683	23
36684	116
36685	1
36686	4
36687	4
36688	19
36689	28
36690	42
36691	27
36692	4
36693	28
36694	14
36695	7
36696	1
36697	7
36698	9
36699	79
36700	4
36701	8
36702	4
36703	10
36704	11
36705	74
36706	4
36707	9
36708	54
36709	23
36710	14
36711	23
36712	4
36713	19
36714	2
36715	11
36716	18
36717	1
36718	34
36719	50
36720	45
36721	11
36722	62
36723	2
36724	30
36725	13
36726	2
36727	35
36728	24
36729	12
36730	7
36731	6
36732	49
36733	20
36734	9
36735	2
36736	3
36737	90
36738	17
36739	12
36740	15
36741	27
36742	6
36743	18
36744	16
36745	5
36746	11
36747	15
36748	6
36749	30
36750	70
36751	40
36752	8
36753	26
36754	9
36755	11
36756	70
36757	13
36758	33
36759	6
36760	13
36761	15
36762	34
36763	4
36764	6
36765	22
36766	51
36767	3
36768	5
36769	3
36770	15
36771	38
36772	53
36773	32
36774	35
36775	5
36776	26
36777	108
36778	66
36779	7
36780	54
36781	1
36782	6
36783	16
36784	36
36785	15
36786	63
36787	42
36788	8
36789	30
36790	12
36791	7
36792	5
36793	20
36794	49
36795	46
36796	12
36797	5
36798	34
36799	22
36800	96
36801	4
36802	2
36803	31
36804	30
36805	26
36806	15
36807	55
36808	3
36809	33
36810	63
36811	8
36812	21
36813	16
36814	1
36815	34
36816	7
36817	13
36818	47
36819	14
36820	6
36821	36
36822	45
36823	28
36824	3
36825	62
36826	39
36827	85
36828	8
36829	3
36830	6
36831	31
36832	36
36833	117
36834	46
36835	1
36836	6
36837	14
36838	14
36839	6
36840	11
36841	5
36842	46
36843	12
36844	19
36845	20
36846	7
36847	1
36848	43
36849	13
36850	14
36851	39
36852	26
36853	6
36854	21
36855	2
36856	1
36857	20
36858	16
36859	50
36860	69
36861	4
36862	20
36863	48
36864	14
36865	25
36866	3
36867	71
36868	5
36869	6
36870	53
36871	1
36872	4
36873	26
36874	20
36875	35
36876	1
36877	65
36878	21
36879	1
36880	28
36881	2
36882	3
36883	22
36884	5
36885	7
36886	7
36887	5
36888	5
36889	43
36890	46
36891	61
36892	22
36893	7
36894	6
36895	55
36896	12
36897	24
36898	2
36899	8
36900	3
36901	48
36902	5
36903	5
36904	7
36905	9
36906	61
36907	33
36908	12
36909	1
36910	1
36911	3
36912	8
36913	4
36914	33
36915	20
36916	2
36917	40
36918	2
36919	31
36920	1
36921	28
36922	23
36923	1
36924	45
36925	8
36926	9
36927	51
36928	26
36929	18
36930	3
36931	66
36932	36
36933	17
36934	2
36935	23
36936	4
36937	9
36938	49
36939	37
36940	8
36941	12
36942	49
36943	8
36944	25
36945	67
36946	9
36947	18
36948	25
36949	17
36950	41
36951	3
36952	1
36953	4
36954	2
36955	2
36956	34
36957	35
36958	51
36959	24
36960	8
36961	30
36962	11
36963	4
36964	5
36965	19
36966	40
36967	50
36968	4
36969	14
36970	5
36971	3
36972	31
36973	15
36974	12
36975	11
36976	2
36977	12
36978	42
36979	48
36980	23
36981	7
36982	27
36983	17
36984	23
36985	2
36986	42
36987	13
36988	6
36989	33
36990	22
36991	87
36992	48
36993	5
36994	17
36995	4
36996	49
36997	15
36998	11
36999	12
37000	30
37001	1
37002	48
37003	19
37004	30
37005	2
37006	48
37007	24
37008	7
37009	8
37010	20
37011	36
37012	1
37013	5
37014	7
37015	4
37016	13
37017	44
37018	31
37019	34
37020	25
37021	13
37022	10
37023	10
37024	24
37025	14
37026	4
37027	29
37028	22
37029	122
37030	20
37031	6
37032	12
37033	2
37034	51
37035	14
37036	67
37037	54
37038	23
37039	8
37040	12
37041	16
37042	3
37043	23
37044	5
37045	8
37046	35
37047	9
37048	15
37049	28
37050	50
37051	48
37052	47
37053	15
37054	15
37055	16
37056	4
37057	14
37058	26
37059	14
37060	4
37061	34
37062	39
37063	7
37064	9
37065	21
37066	4
37067	24
37068	1
37069	36
37070	31
37071	3
37072	20
37073	6
37074	8
37075	6
37076	6
37077	7
37078	17
37079	57
37080	23
37081	72
37082	12
37083	10
37084	38
37085	32
37086	11
37087	2
37088	2
37089	12
37090	7
37091	31
37092	24
37093	20
37094	20
37095	8
37096	2
37097	36
37098	7
37099	10
37100	2
37101	7
37102	11
37103	14
37104	29
37105	12
37106	9
37107	37
37108	59
37109	42
37110	26
37111	40
37112	25
37113	4
37114	5
37115	23
37116	8
37117	37
37118	38
37119	9
37120	2
37121	11
37122	9
37123	21
37124	6
37125	14
37126	35
37127	10
37128	62
37129	44
37130	21
37131	3
37132	56
37133	3
37134	26
37135	1
37136	2
37137	26
37138	3
37139	71
37140	40
37141	125
37142	3
37143	9
37144	2
37145	28
37146	3
37147	7
37148	11
37149	15
37150	10
37151	12
37152	76
37153	6
37154	56
37155	55
37156	20
37157	14
37158	5
37159	8
37160	1
37161	2
37162	28
37163	22
37164	3
37165	86
37166	1
37167	25
37168	13
37169	15
37170	4
37171	12
37172	17
37173	12
37174	23
37175	12
37176	34
37177	35
37178	29
37179	9
37180	23
37181	14
37182	77
37183	17
37184	34
37185	28
37186	2
37187	14
37188	22
37189	50
37190	22
37191	55
37192	25
37193	4
37194	25
37195	11
37196	3
37197	28
37198	25
37199	13
37200	42
37201	34
37202	30
37203	88
37204	11
37205	13
37206	19
37207	3
37208	24
37209	71
37210	51
37211	3
37212	9
37213	78
37214	10
37215	65
37216	9
37217	8
37218	16
37219	10
37220	30
37221	17
37222	56
37223	23
37224	16
37225	37
37226	9
37227	62
37228	16
37229	8
37230	5
37231	17
37232	7
37233	24
37234	78
37235	2
37236	75
37237	68
37238	101
37239	16
37240	20
37241	7
37242	16
37243	1
37244	9
37245	13
37246	14
37247	5
37248	22
37249	55
37250	10
37251	18
37252	28
37253	30
37254	21
37255	42
37256	3
37257	27
37258	19
37259	99
37260	25
37261	18
37262	20
37263	19
37264	18
37265	31
37266	11
37267	35
37268	21
37269	11
37270	10
37271	35
37272	18
37273	5
37274	21
37275	1
37276	11
37277	1
37278	12
37279	5
37280	38
37281	18
37282	18
37283	22
37284	20
37285	8
37286	3
37287	18
37288	3
37289	39
37290	1
37291	21
37292	40
37293	55
37294	48
37295	10
37296	17
37297	66
37298	66
37299	8
37300	8
37301	30
37302	5
37303	5
37304	36
37305	16
37306	41
37307	37
37308	1
37309	1
37310	2
37311	20
37312	3
37313	218
37314	31
37315	20
37316	1
37317	42
37318	26
37319	10
37320	17
37321	35
37322	18
37323	46
37324	18
37325	23
37326	7
37327	7
37328	34
37329	105
37330	49
37331	40
37332	42
37333	27
37334	7
37335	13
37336	39
37337	100
37338	8
37339	16
37340	6
37341	17
37342	38
37343	63
37344	49
37345	31
37346	6
37347	25
37348	30
37349	5
37350	17
37351	4
37352	46
37353	39
37354	1
37355	1
37356	8
37357	48
37358	20
37359	43
37360	5
37361	15
37362	34
37363	44
37364	31
37365	72
37366	2
37367	41
37368	18
37369	54
37370	20
37371	5
37372	23
37373	7
37374	2
37375	5
37376	6
37377	38
37378	11
37379	40
37380	5
37381	27
37382	34
37383	70
37384	8
37385	48
37386	34
37387	53
37388	20
37389	19
37390	44
37391	5
37392	38
37393	20
37394	38
37395	7
37396	93
37397	6
37398	4
37399	68
37400	11
37401	23
37402	29
37403	15
37404	41
37405	10
37406	18
37407	44
37408	93
37409	15
37410	17
37411	42
37412	5
37413	97
37414	13
37415	13
37416	18
37417	2
37418	6
37419	1
37420	9
37421	26
37422	39
37423	15
37424	12
37425	4
37426	8
37427	15
37428	1
37429	11
37430	24
37431	13
37432	69
37433	8
37434	20
37435	4
37436	10
37437	7
37438	10
37439	106
37440	19
37441	39
37442	36
37443	10
37444	4
37445	13
37446	9
37447	25
37448	5
37449	20
37450	9
37451	38
37452	152
37453	6
37454	19
37455	13
37456	3
37457	10
37458	27
37459	34
37460	29
37461	17
37462	74
37463	11
37464	2
37465	5
37466	5
37467	8
37468	6
37469	2
37470	28
37471	1
37472	43
37473	39
37474	23
37475	67
37476	9
37477	20
37478	7
37479	2
37480	13
37481	104
37482	9
37483	57
37484	30
37485	6
37486	36
37487	2
37488	25
37489	17
37490	18
37491	6
37492	8
37493	6
37494	9
37495	60
37496	34
37497	1
37498	43
37499	19
37500	3
37501	12
37502	41
37503	51
37504	28
37505	10
37506	1
37507	21
37508	17
37509	4
37510	3
37511	4
37512	1
37513	4
37514	8
37515	17
37516	26
37517	1
37518	8
37519	4
37520	4
37521	8
37522	22
37523	23
37524	19
37525	39
37526	31
37527	2
37528	13
37529	15
37530	31
37531	45
37532	42
37533	4
37534	8
37535	62
37536	22
37537	10
37538	10
37539	49
37540	29
37541	11
37542	8
37543	7
37544	16
37545	13
37546	33
37547	34
37548	103
37549	2
37550	1
37551	35
37552	58
37553	19
37554	29
37555	4
37556	1
37557	3
37558	2
37559	15
37560	10
37561	9
37562	17
37563	4
37564	17
37565	8
37566	42
37567	30
37568	4
37569	32
37570	87
37571	29
37572	11
37573	9
37574	17
37575	94
37576	12
37577	17
37578	116
37579	24
37580	23
37581	1
37582	6
37583	11
37584	19
37585	3
37586	3
37587	6
37588	48
37589	33
37590	34
37591	28
37592	2
37593	16
37594	24
37595	3
37596	3
37597	18
37598	45
37599	38
37600	15
37601	4
37602	20
37603	33
37604	12
37605	18
37606	2
37607	6
37608	1
37609	44
37610	14
37611	69
37612	14
37613	5
37614	19
37615	7
37616	60
37617	14
37618	22
37619	8
37620	24
37621	3
37622	6
37623	9
37624	15
37625	5
37626	2
37627	1
37628	15
37629	15
37630	50
37631	22
37632	5
37633	1
37634	10
37635	33
37636	32
37637	3
37638	2
37639	11
37640	6
37641	22
37642	23
37643	14
37644	17
37645	7
37646	13
37647	65
37648	4
37649	44
37650	26
37651	10
37652	24
37653	3
37654	13
37655	13
37656	8
37657	13
37658	11
37659	30
37660	51
37661	53
37662	1
37663	25
37664	19
37665	55
37666	11
37667	46
37668	13
37669	34
37670	31
37671	4
37672	40
37673	69
37674	35
37675	23
37676	13
37677	41
37678	38
37679	25
37680	10
37681	9
37682	80
37683	71
37684	1
37685	13
37686	16
37687	1
37688	18
37689	8
37690	67
37691	9
37692	29
37693	13
37694	5
37695	14
37696	30
37697	1
37698	26
37699	3
37700	3
37701	39
37702	3
37703	1
37704	24
37705	34
37706	5
37707	27
37708	110
37709	18
37710	3
37711	21
37712	90
37713	28
37714	28
37715	1
37716	33
37717	20
37718	2
37719	21
37720	20
37721	42
37722	26
37723	68
37724	5
37725	19
37726	36
37727	19
37728	5
37729	2
37730	16
37731	10
37732	32
37733	47
37734	19
37735	2
37736	7
37737	49
37738	2
37739	54
37740	69
37741	21
37742	15
37743	11
37744	91
37745	13
37746	31
37747	4
37748	16
37749	4
37750	34
37751	5
37752	27
37753	2
37754	49
37755	56
37756	15
37757	4
37758	2
37759	6
37760	41
37761	8
37762	7
37763	44
37764	8
37765	1
37766	31
37767	6
37768	31
37769	17
37770	3
37771	67
37772	7
37773	11
37774	25
37775	7
37776	5
37777	4
37778	8
37779	40
37780	21
37781	8
37782	19
37783	17
37784	24
37785	7
37786	14
37787	47
37788	38
37789	17
37790	14
37791	12
37792	11
37793	14
37794	38
37795	30
37796	17
37797	32
37798	7
37799	65
37800	83
37801	33
37802	35
37803	9
37804	53
37805	33
37806	29
37807	2
37808	51
37809	5
37810	20
37811	122
37812	13
37813	20
37814	13
37815	16
37816	18
37817	34
37818	20
37819	5
37820	85
37821	4
37822	55
37823	61
37824	47
37825	13
37826	31
37827	16
37828	1
37829	25
37830	17
37831	33
37832	3
37833	38
37834	2
37835	2
37836	19
37837	1
37838	65
37839	33
37840	26
37841	4
37842	119
37843	73
37844	21
37845	24
37846	3
37847	1
37848	25
37849	13
37850	9
37851	16
37852	21
37853	17
37854	5
37855	16
37856	11
37857	9
37858	15
37859	5
37860	12
37861	21
37862	24
37863	41
37864	1
37865	6
37866	6
37867	22
37868	34
37869	5
37870	16
37871	6
37872	11
37873	12
37874	49
37875	19
37876	45
37877	14
37878	13
37879	11
37880	11
37881	2
37882	3
37883	1
37884	19
37885	15
37886	33
37887	59
37888	12
37889	65
37890	1
37891	19
37892	1
37893	28
37894	9
37895	38
37896	6
37897	44
37898	62
37899	84
37900	24
37901	18
37902	3
37903	3
37904	15
37905	14
37906	3
37907	2
37908	6
37909	6
37910	63
37911	6
37912	19
37913	30
37914	4
37915	1
37916	1
37917	4
37918	45
37919	10
37920	6
37921	32
37922	6
37923	15
37924	19
37925	18
37926	16
37927	2
37928	7
37929	2
37930	23
37931	12
37932	56
37933	18
37934	2
37935	2
37936	8
37937	4
37938	11
37939	25
37940	30
37941	7
37942	66
37943	75
37944	25
37945	1
37946	31
37947	12
37948	9
37949	17
37950	10
37951	10
37952	55
37953	2
37954	11
37955	13
37956	83
37957	65
37958	28
37959	20
37960	6
37961	2
37962	25
37963	61
37964	17
37965	29
37966	19
37967	1
37968	10
37969	30
37970	65
37971	7
37972	20
37973	80
37974	6
37975	2
37976	5
37977	22
37978	34
37979	28
37980	15
37981	57
37982	18
37983	56
37984	36
37985	14
37986	2
37987	34
37988	19
37989	27
37990	54
37991	17
37992	85
37993	16
37994	15
37995	14
37996	10
37997	28
37998	8
37999	20
38000	3
38001	19
38002	16
38003	91
38004	29
38005	8
38006	4
38007	44
38008	22
38009	8
38010	14
38011	4
38012	8
38013	4
38014	84
38015	35
38016	22
38017	2
38018	112
38019	62
38020	6
38021	4
38022	87
38023	11
