Sample	VCN_by_VIS
PD49228b_lo0316	1
PD49228b_lo0317	0
PD49228b_lo0318	1
PD49228b_lo0319	0
PD49228b_lo0320	1
PD49228b_lo0321	0
PD49228b_lo0323	0
PD49228b_lo0324	1
PD49228b_lo0325	0
PD49228b_lo0326	0
PD49228b_lo0327	0
PD49228b_lo0328	2
PD49228b_lo0329	0
PD49228b_lo0330	0
PD49228b_lo0332	0
PD49228b_lo0333	0
PD49228b_lo0334	0
PD49228b_lo0335	1
PD49228b_lo0336	0
PD49228b_lo0337	2
PD49228b_lo0338	0
PD49228b_lo0339	0
PD49228b_lo0340	1
PD49228b_lo0341	3
PD49228b_lo0342	0
PD49228b_lo0343	0
PD49228b_lo0344	0
PD49228b_lo0345	0
PD49228b_lo0347	1
PD49228b_lo0348	0
PD49228b_lo0349	0
PD49228b_lo0350	0
PD49228b_lo0351	1
PD49228b_lo0352	0
PD49228b_lo0353	1
PD49228b_lo0354	0
PD49228b_lo0355	1
PD49228b_lo0356	0
PD49228b_lo0357	1
PD49228b_lo0358	0
PD49228b_lo0359	0
PD49228b_lo0360	0
PD49228b_lo0361	0
PD49228b_lo0362	1
PD49228b_lo0363	0
PD49228b_lo0364	0
PD49228b_lo0365	2
PD49228b_lo0366	3
PD49228b_lo0367	0
PD49228b_lo0368	0
PD49228b_lo0369	1
PD49228b_lo0370	0
PD49228b_lo0371	0
PD49228b_lo0372	4
PD49228b_lo0373	1
PD49228b_lo0374	1
PD49228b_lo0375	0
PD49228b_lo0376	3
PD49228b_lo0377	0
PD49228b_lo0379	0
PD49228b_lo0380	1
PD49228b_lo0381	0
PD49228b_lo0382	1
PD49228b_lo0383	0
PD49228b_lo0384	0
PD49228b_lo0385	0
PD49228b_lo0386	1
PD49228b_lo0387	2
PD49228b_lo0388	2
PD49228b_lo0389	0
PD49228b_lo0390	0
PD49228b_lo0391	0
PD49228b_lo0392	2
PD49228b_lo0393	0
PD49228b_lo0394	5
PD49228b_lo0395	3
PD49228b_lo0396	1
PD49228b_lo0397	0
PD49228b_lo0398	0
PD49228b_lo0399	0
PD49228b_lo0400	0
PD49228b_lo0401	0
PD49228b_lo0402	1
PD49228b_lo0404	0
PD49228b_lo0405	0
PD49228b_lo0406	0
PD49228b_lo0407	0
PD49228b_lo0408	2
PD49228b_lo0409	0
PD49228b_lo0410	0
PD49228b_lo0412	0
PD49228b_lo0413	0
PD49228b_lo0414	0
PD49228b_lo0415	1
PD49228b_lo0416	0
PD49228b_lo0417	1
PD49228b_lo0418	0
PD49228b_lo0419	0
PD49228b_lo0420	1
PD49228b_lo0421	0
PD49228b_lo0422	1
PD49228b_lo0423	0
PD49228b_lo0424	0
PD49228b_lo0425	2
PD49228b_lo0426	0
PD49228b_lo0427	2
PD49228b_lo0428	2
PD49228b_lo0429	1
PD49228b_lo0430	0
PD49228b_lo0431	3
PD49228b_lo0432	0
PD49228b_lo0433	2
PD49228b_lo0434	0
PD49228b_lo0435	0
PD49228b_lo0436	0
PD49228b_lo0437	0
PD49228b_lo0438	0
PD49228b_lo0439	3
PD49228b_lo0440	3
PD49228b_lo0441	3
PD49228b_lo0442	0
PD49228b_lo0443	0
PD49228b_lo0444	4
PD49228b_lo0445	0
PD49228b_lo0446	0
PD49228b_lo0447	3
PD49228b_lo0448	0
PD49228b_lo0449	0
PD49228b_lo0450	0
PD49228b_lo0451	0
PD49228b_lo0452	0
PD49228b_lo0453	0
PD49228b_lo0454	0
PD49228b_lo0455	0
PD49228b_lo0456	1
PD49228b_lo0457	0
PD49228b_lo0458	0
PD49228b_lo0459	1
PD49228b_lo0460	0
PD49228b_lo0461	0
PD49228b_lo0462	0
PD49228b_lo0463	0
PD49228b_lo0464	1
PD49228b_lo0465	0
PD49228b_lo0466	0
PD49228b_lo0467	0
PD49228b_lo0468	0
PD49228b_lo0469	0
PD49228b_lo0470	0
PD49228b_lo0471	0
PD49228b_lo0472	0
PD49228b_lo0473	1
PD49228b_lo0474	0
PD49228b_lo0475	0
PD49228b_lo0476	0
PD49228b_lo0477	2
PD49228b_lo0478	1
PD49228b_lo0479	0
PD49228b_lo0480	0
PD49228b_lo0481	0
PD49228b_lo0482	0
PD49228b_lo0483	0
PD49228b_lo0484	0
PD49228b_lo0485	0
PD49228b_lo0486	2
PD49228b_lo0487	0
PD49228b_lo0488	1
PD49228b_lo0489	1
PD49228b_lo0490	3
PD49228b_lo0491	1
PD49228b_lo0492	4
PD49228b_lo0493	0
PD49228b_lo0494	0
PD49228b_lo0495	0
PD49228b_lo0496	4
PD49228b_lo0497	0
PD49228b_lo0498	3
PD49228b_lo0499	0
PD49228b_lo0500	3
PD49228b_lo0501	0
PD49228b_lo0502	4
PD49228b_lo0503	0
PD49228b_lo0504	2
PD49228b_lo0505	0
PD49228b_lo0506	1
PD49228b_lo0507	0
PD49228b_lo0508	1
PD49228b_lo0509	1
PD49228b_lo0510	1
PD49228b_lo0511	0
PD49228b_lo0512	2
PD49228b_lo0513	0
PD49228b_lo0514	2
PD49228b_lo0515	0
PD49228b_lo0516	2
PD49228b_lo0517	1
PD49228b_lo0518	0
PD49228b_lo0519	4
PD49228b_lo0520	0
PD49228b_lo0521	0
PD49228b_lo0522	0
PD49228b_lo0523	3
PD49228b_lo0524	2
PD49228b_lo0525	0
PD49228b_lo0526	1
PD49228b_lo0527	0
PD49228b_lo0528	1
PD49228b_lo0529	0
PD49228b_lo0530	0
PD49228b_lo0531	3
PD49228b_lo0532	1
PD49228b_lo0533	1
PD49228b_lo0534	0
PD49228b_lo0535	0
PD49228b_lo0536	1
PD49228b_lo0537	0
PD49228b_lo0538	0
PD49228b_lo0539	0
PD49228b_lo0540	0
PD49228b_lo0541	0
PD49228b_lo0542	1
PD49228b_lo0543	1
PD49228b_lo0544	3
PD49228b_lo0545	0
PD49228b_lo0546	1
PD49228b_lo0547	0
PD49228b_lo0548	0
PD49228b_lo0549	2
PD49228b_lo0550	1
PD49228b_lo0551	0
PD49228b_lo0552	4
PD49228b_lo0553	0
PD49228b_lo0554	2
PD49228b_lo0555	0
PD49228b_lo0556	0
PD49228b_lo0557	2
PD49228b_lo0558	0
PD49228b_lo0559	0
PD49228b_lo0560	5
PD49228b_lo0561	0
PD49228b_lo0562	0
PD49228b_lo0563	0
PD49228b_lo0564	0
PD49228b_lo0565	4
PD49228b_lo0567	2
PD49228b_lo0568	0
PD49228b_lo0569	1
PD49228b_lo0570	0
PD49228b_lo0571	0
PD49228b_lo0572	0
PD49228b_lo0573	0
PD49228b_lo0574	0
PD49228b_lo0575	2
PD49228b_lo0576	0
PD49228b_lo0577	0
PD49228b_lo0578	1
PD49228b_lo0579	0
PD49228b_lo0580	0
PD49228b_lo0583	6
PD49228b_lo0585	0
PD49228b_lo0586	0
PD49228b_lo0587	2
PD49228b_lo0589	1
PD49228b_lo0590	1
PD49228b_lo0591	0
PD49228b_lo0592	0
PD49228b_lo0593	0
PD49228b_lo0594	0
PD49228b_lo0595	0
PD49228b_lo0596	0
PD49228b_lo0598	0
PD49228b_lo0599	0
PD49228b_lo0601	0
PD49228b_lo0602	0
PD49228b_lo0603	1
PD49228b_lo0604	0
PD49228b_lo0606	3
PD49228b_lo0609	0
PD49228b_lo0610	0
PD49228b_lo0611	0
PD49228b_lo0612	8
PD49228b_lo0613	0
PD49228b_lo0614	1
PD49228b_lo0616	1
PD49228b_lo0617	3
PD49228b_lo0618	2
PD49228b_lo0619	0
PD49228b_lo0623	3
PD49228b_lo0624	0
PD49228b_lo0625	0
PD49228b_lo0626	0
PD49228b_lo0627	1
PD49228b_lo0628	0
PD49228b_lo0630	1
PD49228b_lo0631	0
PD49228b_lo0633	0
PD49228b_lo0634	0
PD49228b_lo0635	0
PD49228b_lo0638	1
PD49228b_lo0639	5
PD49228b_lo0640	1
PD49228b_lo0641	0
PD49228b_lo0642	0
PD49228b_lo0643	1
PD49228b_lo0646	0
PD49228b_lo0648	1
PD49228b_lo0649	0
PD49228b_lo0650	1
PD49228b_lo0651	0
PD49228b_lo0655	0
PD49228b_lo0657	0
PD49228b_lo0658	0
PD49228b_lo0659	0
PD49228b_lo0662	0
PD49228b_lo0665	0
PD49228b_lo0666	0
PD49228b_lo0667	0
PD49228b_lo0669	3
PD49228b_lo0670	1
PD49228b_lo0672	3
PD49229b_lo0001	0
PD49229b_lo0002	0
PD49229b_lo0003	0
PD49229b_lo0005	0
PD49229b_lo0010	0
PD49229b_lo0012	0
PD49229b_lo0013	0
PD49229b_lo0014	0
PD49229b_lo0015	0
PD49229b_lo0017	0
PD49229b_lo0018	0
PD49229b_lo0020	0
PD49229b_lo0025	0
PD49229b_lo0026	0
PD49229b_lo0034	0
PD49229b_lo0042	0
PD49229b_lo0046	0
PD49229b_lo0049	0
PD49229b_lo0058	0
PD49229b_lo0065	0
PD49229b_lo0066	0
PD49229b_lo0067	0
PD49229b_lo0073	0
PD49229b_lo0074	0
PD49229b_lo0076	0
PD49229b_lo0077	0
PD49229b_lo0078	0
PD49229b_lo0079	0
PD49229b_lo0080	0
PD49229b_lo0081	0
PD49229b_lo0082	0
PD49229b_lo0084	0
PD49229b_lo0085	0
PD49229b_lo0086	0
PD49229b_lo0087	0
PD49229b_lo0088	0
PD49229b_lo0089	0
PD49229b_lo0090	0
PD49229b_lo0092	0
PD49229b_lo0093	0
PD49229b_lo0094	0
PD49229b_lo0095	0
PD49229b_lo0096	0
PD49229b_lo0097	0
PD49229b_lo0100	0
PD49229b_lo0101	0
PD49229b_lo0102	0
PD49229b_lo0103	0
PD49229b_lo0104	0
PD49229b_lo0105	0
PD49229b_lo0108	0
PD49229b_lo0109	0
PD49229b_lo0110	0
PD49229b_lo0111	0
PD49229b_lo0112	0
PD49229b_lo0113	0
PD49229b_lo0116	0
PD49229b_lo0117	0
PD49229b_lo0118	0
PD49229b_lo0119	0
PD49229b_lo0120	0
PD49229b_lo0121	0
PD49229b_lo0124	0
PD49229b_lo0125	0
PD49229b_lo0126	0
PD49229b_lo0127	0
PD49229b_lo0128	0
PD49229b_lo0129	0
PD49229b_lo0132	0
PD49229b_lo0133	0
PD49229b_lo0134	0
PD49229b_lo0135	0
PD49229b_lo0136	0
PD49229b_lo0137	0
PD49229b_lo0140	0
PD49229b_lo0141	0
PD49229b_lo0142	0
PD49229b_lo0143	0
PD49229b_lo0144	0
PD49229b_lo0145	0
PD49229b_lo0148	0
PD49229b_lo0149	0
PD49229b_lo0150	0
PD49229b_lo0151	0
PD49229b_lo0152	0
PD49229b_lo0153	0
PD49229b_lo0154	0
PD49229b_lo0155	0
PD49229b_lo0156	0
PD49229b_lo0157	0
PD49229b_lo0158	0
PD49229b_lo0159	0
PD49229b_lo0160	0
PD49229b_lo0161	0
PD49229b_lo0162	0
PD49229b_lo0163	0
PD49229b_lo0164	0
PD49229b_lo0165	0
PD49229b_lo0166	0
PD49229b_lo0167	0
PD49229b_lo0168	0
PD49229b_lo0169	0
PD49229b_lo0170	0
PD49229b_lo0171	0
PD49229b_lo0172	0
PD49229b_lo0173	0
PD49229b_lo0174	0
PD49229b_lo0175	0
PD49229b_lo0176	0
PD49229b_lo0177	0
PD49229b_lo0178	0
PD49229b_lo0179	0
PD49229b_lo0180	0
PD49229b_lo0181	0
PD49229b_lo0182	0
PD49229b_lo0183	0
PD49229b_lo0184	0
PD49229b_lo0185	0
PD49229b_lo0186	0
PD49229b_lo0187	0
PD49229b_lo0188	0
PD49229b_lo0189	0
PD49229b_lo0190	0
PD49229b_lo0191	0
PD49229b_lo0192	0
PD49229b_lo0193	0
PD49229b_lo0194	0
PD49229b_lo0195	0
PD49229b_lo0196	0
PD49229b_lo0197	0
PD49229b_lo0198	0
PD49229b_lo0199	0
PD49229b_lo0200	0
PD49229b_lo0201	0
PD49229b_lo0202	0
PD49229b_lo0203	0
PD49229b_lo0204	0
PD49229b_lo0205	0
PD49229b_lo0206	0
PD49229b_lo0207	0
PD49229b_lo0208	0
PD49229b_lo0209	0
PD49229b_lo0210	0
PD49229b_lo0211	0
PD49229b_lo0212	0
PD49229b_lo0213	0
PD49229b_lo0214	0
PD49229b_lo0215	0
PD49229b_lo0216	0
PD49229b_lo0217	0
PD49229b_lo0218	0
PD49229b_lo0219	0
PD49229b_lo0220	0
PD49229b_lo0221	0
PD49229b_lo0222	0
PD49229b_lo0223	0
PD49229b_lo0224	0
PD49229b_lo0225	0
PD49229b_lo0226	0
PD49229b_lo0227	0
PD49229b_lo0228	0
PD49229b_lo0229	0
PD49229b_lo0230	0
PD49229b_lo0231	0
PD49229b_lo0232	0
PD49229b_lo0233	0
PD49229b_lo0234	0
PD49229b_lo0235	0
PD49229b_lo0236	0
PD49229b_lo0237	0
PD49229b_lo0238	0
PD49229b_lo0239	0
PD49229b_lo0240	0
PD49229b_lo0241	0
PD49229b_lo0242	0
PD49229b_lo0243	0
PD49229b_lo0244	0
PD49229b_lo0245	0
PD49229b_lo0246	0
PD49229b_lo0247	0
PD49229b_lo0248	0
PD49229b_lo0249	0
PD49229b_lo0250	0
PD49229b_lo0251	0
PD49229b_lo0252	0
PD49229b_lo0253	0
PD49229b_lo0254	0
PD49229b_lo0255	0
PD49229b_lo0256	0
PD49229b_lo0257	0
PD49229b_lo0258	0
PD49229b_lo0259	0
PD49229b_lo0260	0
PD49229b_lo0261	0
PD49229b_lo0262	0
PD49229b_lo0263	0
PD49229b_lo0264	0
PD49229b_lo0265	0
PD49229b_lo0266	0
PD49229b_lo0267	0
PD49229b_lo0268	0
PD49229b_lo0269	0
PD49229b_lo0270	0
PD49229b_lo0271	0
PD49229b_lo0272	0
PD49229b_lo0273	0
PD49229b_lo0274	0
PD49229b_lo0275	0
PD49229b_lo0276	0
PD49229b_lo0277	0
PD49229b_lo0278	0
PD49229b_lo0279	0
PD49229b_lo0280	0
PD49229b_lo0281	0
PD49229b_lo0282	0
PD49229b_lo0283	0
PD49229b_lo0284	0
PD49229b_lo0285	0
PD49229b_lo0286	0
PD49229b_lo0287	0
PD49229b_lo0288	0
PD49229b_lo0289	0
PD49229b_lo0290	0
PD49229b_lo0291	0
PD49229b_lo0292	0
PD49229b_lo0293	0
PD49229b_lo0295	0
PD49229b_lo0296	0
PD49229b_lo0297	0
PD49229b_lo0298	0
PD49229b_lo0299	0
PD49229b_lo0300	0
PD49229b_lo0301	0
PD49229b_lo0302	0
PD49229b_lo0303	0
PD49229b_lo0304	0
PD49229b_lo0305	0
PD49229b_lo0306	0
PD49229b_lo0307	0
PD49229b_lo0308	0
PD49229b_lo0309	0
PD49229b_lo0310	0
PD49229b_lo0311	0
PD49229b_lo0312	0
PD49229b_lo0313	0
PD49229b_lo0314	0
PD49229b_lo0315	0
PD49229b_lo0316	0
PD49229b_lo0317	0
PD49229b_lo0318	0
PD49229b_lo0319	0
PD49229b_lo0320	0
PD49229b_lo0321	0
PD49229b_lo0322	0
PD49229b_lo0323	0
PD49229b_lo0324	0
PD49229b_lo0325	0
PD49229b_lo0326	0
PD49229b_lo0327	0
PD49229b_lo0328	0
PD49229b_lo0329	0
PD49229b_lo0330	0
PD49229b_lo0331	0
PD49229b_lo0332	0
PD49229b_lo0333	0
PD49229b_lo0334	0
PD49229b_lo0336	0
PD49229b_lo0337	0
PD49229b_lo0338	0
PD49229b_lo0339	0
PD49229b_lo0340	0
PD49229b_lo0341	0
PD49229b_lo0342	0
PD49229b_lo0343	0
PD49229b_lo0344	0
PD49229b_lo0345	0
PD49229b_lo0346	0
PD49229b_lo0347	0
PD49229b_lo0348	0
PD49229b_lo0349	0
PD49229b_lo0350	0
PD49229b_lo0351	0
PD49229b_lo0352	0
PD49229b_lo0353	0
PD49229b_lo0354	0
PD49229b_lo0355	0
PD49229b_lo0356	0
PD49229b_lo0357	0
PD49229b_lo0358	0
PD49229b_lo0359	0
PD49229b_lo0360	0
PD49229b_lo0361	0
PD49229b_lo0362	0
PD49229b_lo0363	0
PD49229b_lo0364	0
PD49229b_lo0365	0
PD49229b_lo0366	0
PD49229b_lo0367	0
PD49229b_lo0368	0
PD49229b_lo0369	0
PD49229b_lo0370	0
PD49229b_lo0371	0
PD49229b_lo0372	0
PD49229b_lo0373	0
PD49229b_lo0374	0
PD49229b_lo0375	0
PD49229b_lo0376	0
PD49229b_lo0377	0
PD49229b_lo0378	0
PD49229b_lo0379	0
PD49229b_lo0380	0
PD49229b_lo0381	0
PD49229b_lo0383	0
PD49229b_lo0384	0
PD49229b_lo0387	0
PD49229b_lo0388	0
PD49229b_lo0389	0
PD49229b_lo0390	0
PD49229b_lo0391	0
PD49229b_lo0392	0
PD49229b_lo0393	0
PD49229b_lo0394	0
PD49229b_lo0395	0
PD49229b_lo0396	0
PD49229b_lo0397	0
PD49229b_lo0398	0
PD49229b_lo0399	0
PD49229b_lo0400	0
PD49229b_lo0402	0
PD49229b_lo0403	0
PD49229b_lo0404	0
PD49229b_lo0405	0
PD49229b_lo0406	0
PD49229b_lo0407	0
PD49229b_lo0408	0
PD49229b_lo0409	0
PD49229b_lo0410	0
PD49229b_lo0411	0
PD49229b_lo0412	0
PD49229b_lo0413	0
PD49229b_lo0414	0
PD49229b_lo0415	0
PD49229b_lo0416	0
PD49229b_lo0417	0
PD49229b_lo0418	0
PD49229b_lo0419	0
PD49229b_lo0420	0
PD49229b_lo0421	0
PD49229b_lo0422	0
PD49229b_lo0423	0
PD49229b_lo0424	0
PD49229b_lo0425	0
PD49229b_lo0426	0
PD49229b_lo0427	0
PD49229b_lo0428	0
PD49229b_lo0429	0
PD49229b_lo0430	0
PD49229b_lo0431	0
PD49229b_lo0432	0
PD49229b_lo0433	0
PD49229b_lo0434	0
PD49229b_lo0435	0
PD49229b_lo0436	0
PD49229b_lo0437	0
PD49229b_lo0438	0
PD49229b_lo0439	0
PD49229b_lo0440	0
PD49229b_lo0441	0
PD49229b_lo0442	0
PD49229b_lo0443	0
PD49229b_lo0444	0
PD49229b_lo0445	0
PD49229b_lo0446	0
PD49229b_lo0447	0
PD49229b_lo0448	1
PD49229b_lo0450	0
PD49229b_lo0451	0
PD49229b_lo0452	0
PD49229b_lo0453	2
PD49229b_lo0454	0
PD49229b_lo0455	0
PD49229b_lo0456	6
PD49229b_lo0457	0
PD49229b_lo0458	0
PD49229b_lo0459	1
PD49229b_lo0460	0
PD49229b_lo0461	1
PD49229b_lo0462	0
PD49229b_lo0463	1
PD49229b_lo0464	1
PD49229b_lo0465	4
PD49229b_lo0466	0
PD49229b_lo0467	0
PD49229b_lo0468	0
PD49229b_lo0469	0
PD49229b_lo0470	4
PD49229b_lo0471	0
PD49229b_lo0472	0
PD49229b_lo0473	1
PD49229b_lo0474	1
PD49229b_lo0475	0
PD49229b_lo0476	1
PD49229b_lo0477	0
PD49229b_lo0478	0
PD49229b_lo0479	1
PD49229b_lo0480	0
PD49229b_lo0481	0
PD49229b_lo0482	1
PD49229b_lo0483	0
PD49229b_lo0484	1
PD49229b_lo0485	1
PD49229b_lo0486	1
PD49229b_lo0487	1
PD49229b_lo0488	1
PD49229b_lo0489	1
PD49229b_lo0490	1
PD49229b_lo0491	0
PD49229b_lo0492	2
PD49229b_lo0493	1
PD49229b_lo0494	0
PD49229b_lo0495	3
PD49229b_lo0496	2
PD49229b_lo0497	1
PD49229b_lo0498	0
PD49229b_lo0499	1
PD49229b_lo0500	0
PD49229b_lo0501	2
PD49229b_lo0502	0
PD49229b_lo0503	0
PD49229b_lo0504	2
PD49229b_lo0505	1
PD49229b_lo0506	0
PD49229b_lo0507	2
PD49229b_lo0508	1
PD49229b_lo0509	3
PD49229b_lo0510	0
PD49229b_lo0511	0
PD49229b_lo0512	2
PD49229b_lo0513	0
PD49229b_lo0514	0
PD49229b_lo0515	0
PD49229b_lo0516	0
PD49229b_lo0517	0
PD49229b_lo0518	0
PD49229b_lo0519	0
PD49229b_lo0520	3
PD49229b_lo0521	0
PD49229b_lo0522	1
PD49229b_lo0523	0
PD49229b_lo0524	0
PD49229b_lo0525	1
PD49229b_lo0526	1
PD49229b_lo0527	0
PD49229b_lo0528	0
PD49229b_lo0529	0
PD49229b_lo0530	0
PD49229b_lo0531	2
PD49229b_lo0532	0
PD49229b_lo0533	0
PD49229b_lo0534	1
PD49229b_lo0535	0
PD49229b_lo0536	0
PD49229b_lo0537	1
PD49229b_lo0538	1
PD49229b_lo0539	0
PD49229b_lo0540	1
PD49229b_lo0541	0
PD49229b_lo0542	0
PD49229b_lo0543	0
PD49229b_lo0544	0
PD49229b_lo0545	0
PD49229b_lo0546	2
PD49229b_lo0548	0
PD49229b_lo0549	0
PD49229b_lo0550	1
PD49229b_lo0551	0
PD49229b_lo0552	2
PD49229b_lo0553	1
PD49229b_lo0554	0
PD49229b_lo0555	0
PD49229b_lo0556	0
PD49229b_lo0557	2
PD49229b_lo0559	1
PD49229b_lo0560	1
PD49229b_lo0561	0
PD49229b_lo0562	0
PD49229b_lo0564	0
PD49229b_lo0565	1
PD49229b_lo0566	1
PD49229b_lo0567	0
PD49229b_lo0569	1
PD49229b_lo0571	0
PD49229b_lo0573	2
PD49229b_lo0574	0
PD49229b_lo0575	0
PD49229b_lo0577	2
PD49229b_lo0578	1
PD49229b_lo0579	0
PD49229b_lo0580	0
PD49229b_lo0581	1
PD49229b_lo0582	0
PD49229b_lo0583	0
PD49229b_lo0585	1
PD49229b_lo0587	0
PD49229b_lo0589	3
PD49229b_lo0590	3
PD49229b_lo0591	1
PD49229b_lo0592	2
PD49229b_lo0594	0
PD49229b_lo0595	0
PD49229b_lo0596	1
PD49229b_lo0597	0
PD49229b_lo0598	2
PD49229b_lo0599	3
PD49229b_lo0600	0
PD49229b_lo0602	0
PD49229b_lo0603	2
PD49229b_lo0604	1
PD49229b_lo0605	1
PD49229b_lo0606	0
PD49229b_lo0607	0
PD49229b_lo0608	0
PD49229b_lo0609	2
PD49229b_lo0610	0
PD49229b_lo0612	0
PD49229b_lo0613	6
PD49229b_lo0614	1
PD49229b_lo0615	2
PD49229b_lo0616	1
PD49229b_lo0619	2
PD49229b_lo0620	0
PD49229b_lo0621	1
PD49229b_lo0622	3
PD49229b_lo0623	3
PD49229b_lo0624	0
PD49229b_lo0625	2
PD49229b_lo0627	1
PD49229b_lo0628	0
PD49229b_lo0629	0
PD49229b_lo0630	0
PD49229b_lo0631	0
PD49229b_lo0632	0
PD49229b_lo0633	0
PD49229b_lo0634	0
PD49229b_lo0635	0
PD49229b_lo0636	0
PD49229b_lo0637	0
PD49229b_lo0638	0
PD49229b_lo0640	1
PD49229b_lo0641	0
PD49229b_lo0642	0
PD49229b_lo0643	1
PD49229b_lo0644	2
PD49229b_lo0645	0
PD49229b_lo0646	0
PD49229b_lo0647	1
PD49229b_lo0648	1
PD49229b_lo0649	1
PD49229b_lo0650	0
PD49229b_lo0651	0
PD49229b_lo0652	0
PD49229b_lo0653	0
PD49229b_lo0654	0
PD49229b_lo0655	1
PD49229b_lo0656	1
PD49229b_lo0657	1
PD49229b_lo0658	0
PD49229b_lo0659	1
PD49229b_lo0660	0
PD49229b_lo0661	2
PD49229b_lo0662	0
PD49229b_lo0663	1
PD49229b_lo0664	0
PD49229b_lo0665	0
PD49229b_lo0666	0
PD49229b_lo0667	0
PD49229b_lo0668	2
PD49229b_lo0669	0
PD49229b_lo0670	2
PD49229b_lo0671	0
PD49229b_lo0672	1
PD49229b_lo0673	0
PD49229b_lo0674	0
PD49229b_lo0675	0
PD49229b_lo0676	1
PD49229b_lo0677	4
PD49229b_lo0678	1
PD49229b_lo0679	0
PD49229b_lo0680	1
PD49229b_lo0681	0
PD49229b_lo0682	1
PD49229b_lo0683	0
PD49229b_lo0684	0
PD49229b_lo0685	1
PD49229b_lo0686	0
PD49229b_lo0687	1
PD49229b_lo0688	0
PD49229b_lo0689	1
PD49229b_lo0690	0
PD49229b_lo0691	0
PD49229b_lo0692	0
PD49229b_lo0693	0
PD49229b_lo0694	1
PD49229b_lo0695	0
PD49229b_lo0696	0
PD49229b_lo0697	1
PD49229b_lo0698	2
PD49229b_lo0699	0
PD49229b_lo0700	1
PD49229b_lo0701	1
PD49229b_lo0702	4
PD49229b_lo0703	0
PD49229b_lo0704	1
PD49229b_lo0705	0
PD49229b_lo0706	0
PD49229b_lo0707	4
PD49229b_lo0708	2
PD49229b_lo0709	0
PD49229b_lo0710	1
PD49229b_lo0711	1
PD49229b_lo0713	0
PD49229b_lo0714	1
PD49229b_lo0715	0
PD49229b_lo0716	0
PD49229b_lo0717	1
PD49229b_lo0718	0
PD49229b_lo0719	0
PD49229b_lo0720	0
PD49229b_lo0721	2
PD49229b_lo0722	1
PD49229b_lo0723	2
PD49229b_lo0725	0
PD49229b_lo0726	1
PD49229b_lo0727	1
PD49229b_lo0728	1
PD49229b_lo0729	0
PD49229b_lo0733	0
PD49229b_lo0734	0
PD49229b_lo0735	0
PD49229b_lo0736	2
PD49229b_lo0737	1
PD49229b_lo0739	0
PD49229b_lo0740	0
PD49229b_lo0741	0
PD49229b_lo0742	0
PD49229b_lo0743	1
PD49229b_lo0744	0
PD49229b_lo0745	1
PD49229b_lo0746	0
PD49229b_lo0747	1
PD49229b_lo0748	0
PD49229b_lo0749	0
PD49229b_lo0750	0
PD49229b_lo0751	1
PD49229b_lo0752	0
PD49229b_lo0753	0
PD49229b_lo0754	2
PD49229b_lo0755	0
PD49229b_lo0756	0
PD49229b_lo0757	1
PD49229b_lo0758	1
PD49229b_lo0760	0
PD49229b_lo0761	0
PD49229b_lo0762	2
PD49229b_lo0763	1
PD49229b_lo0764	0
PD49229b_lo0765	0
PD49229b_lo0766	0
PD49229b_lo0767	0
PD49229b_lo0768	3
PD49229b_lo0769	0
PD49229b_lo0770	0
PD49229b_lo0771	0
PD49229b_lo0772	1
PD49229b_lo0773	1
PD49229b_lo0774	0
PD49229b_lo0775	1
PD49229b_lo0776	0
PD49229b_lo0777	1
PD49229b_lo0778	0
PD49229b_lo0779	0
PD49229b_lo0780	1
PD49229b_lo0781	2
PD49229b_lo0782	0
PD49229b_lo0783	0
PD49229b_lo0784	6
PD49229b_lo0785	2
PD49229b_lo0786	0
PD49229b_lo0787	0
PD49229b_lo0788	3
PD49229b_lo0789	0
PD49229b_lo0790	0
PD49229b_lo0791	0
PD49229b_lo0792	0
PD49229b_lo0793	1
PD49229b_lo0795	0
PD49229b_lo0796	0
PD49229b_lo0797	1
PD49229b_lo0798	0
PD49229b_lo0799	0
PD49229b_lo0800	0
PD49229b_lo0801	1
PD49229b_lo0803	0
PD49229b_lo0804	1
PD49229b_lo0805	0
PD49229b_lo0806	1
PD49229b_lo0807	0
PD49229b_lo0808	0
PD49229b_lo0809	0
PD49229b_lo0810	0
PD49229b_lo0812	0
PD49229b_lo0813	0
PD49229b_lo0814	0
PD49229b_lo0815	2
PD49229b_lo0816	2
PD49229b_lo0817	1
PD49229b_lo0818	1
PD49229b_lo0819	1
PD49229b_lo0820	1
PD49229b_lo0821	1
PD49229b_lo0822	1
PD49229b_lo0823	0
PD49229b_lo0824	2
PD49229b_lo0825	0
PD49229b_lo0826	1
PD49229b_lo0827	0
PD49229b_lo0829	0
PD49229b_lo0830	0
PD49229b_lo0831	0
PD49229b_lo0832	0
PD49229b_lo0833	0
PD49229b_lo0834	3
PD49229b_lo0835	2
PD49229b_lo0836	1
PD49229b_lo0837	5
PD49229b_lo0838	1
PD49229b_lo0839	0
PD49229b_lo0840	1
PD49229b_lo0842	3
PD49229b_lo0843	5
PD49229b_lo0844	0
PD49229b_lo0845	1
PD49229b_lo0846	3
PD49229b_lo0847	0
PD49229b_lo0848	0
PD49229b_lo0849	3
PD49229b_lo0850	0
PD49229b_lo0851	0
PD49229b_lo0852	0
PD49229b_lo0853	0
PD49229b_lo0854	5
PD49229b_lo0855	0
PD49229b_lo0856	0
PD49229b_lo0857	0
PD49229b_lo0858	2
